"Name","Live Bytes","Live Objects"
"kotlin.reflect.jvm.internal.impl.types.checker.NewKotlinTypeCheckerImpl","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.TypeScriptTemplateLiteralTypeSpanElementType","24 B (0%)","1 (0%)"
"java.awt.VKCollection","24 B (0%)","1 (0%)"
"javax.swing.plaf.BorderUIResource$CompoundBorderUIResource","24 B (0%)","1 (0%)"
"com.intellij.lang.puppet.psi.stubs.elementTypes.PuppetIncludeClassStatementElementType","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.debugger.settings.RubyDebuggerSettings","24 B (0%)","1 (0%)"
"com.intellij.database.psi.DbPsiFacadeImpl$State","24 B (0%)","1 (0%)"
"com.intellij.javascript.protractor.scope.ProtractorScopeKind$4","24 B (0%)","1 (0%)"
"com.intellij.javascript.protractor.scope.ProtractorScopeKind$3","24 B (0%)","1 (0%)"
"com.intellij.javascript.protractor.scope.ProtractorScopeKind$2","24 B (0%)","1 (0%)"
"com.intellij.javascript.protractor.scope.ProtractorScopeKind$1","24 B (0%)","1 (0%)"
"com.intellij.ui.mac.touchbar.StackTouchBars$TouchBarHolder","24 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.remote.JsonSchemaRemoteContentProvider","24 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.XDebuggerManagerImpl$DebuggerEditorListener","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.callTypes.RenderCallType","24 B (0%)","1 (0%)"
"com.jetbrains.performancePlugin.lang.IJPerfFileType","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.TypeScriptFieldElementType","24 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.remote.JsonSchemaCatalogManager$1","24 B (0%)","1 (0%)"
"com.intellij.xdebugger.evaluation.EvaluationMode[]","24 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.number.JSConvertIntegerToBinaryIntention","24 B (0%)","1 (0%)"
"java.util.concurrent.Executors$DefaultThreadFactory","24 B (0%)","1 (0%)"
"org.intellij.plugins.intelliLang.inject.xml.XmlLanguageInjector","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.intentions.JSIterateIntention","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl","24 B (0%)","1 (0%)"
"com.intellij.ws.rest.client.RestClientBundle","24 B (0%)","1 (0%)"
"com.intellij.remoteServer.impl.configuration.deployment.DeployToServerRunConfiguration$ConfigurationState","24 B (0%)","1 (0%)"
"com.intellij.diagnostic.startUpPerformanceReporter.IdeaFormatWriter$writeServiceEvents$comparator$1","24 B (0%)","1 (0%)"
"com.jetbrains.plugins.remotesdk.WebDeploymentCredentialsType","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.paramDefs.StringParam","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.Visibilities$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.projectlevelman.OptionsAndConfirmations","24 B (0%)","1 (0%)"
"com.intellij.psi.PlainTextTokenTypes$1","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.Visibilities$2","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.Visibilities$3","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.Visibilities$4","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.Visibilities$5","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.Visibilities$6","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.Visibilities$7","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.Visibilities$8","24 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.descriptors.Visibilities$9","24 B (0%)","1 (0%)"
"com.intellij.openapi.fileChooser.actions.GotoDesktopDirAction$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.keyGestures.KeyGestureState$ModifierPressed","24 B (0%)","1 (0%)"
"com.intellij.psi.css.impl.CssCommentElementTypeImpl","24 B (0%)","1 (0%)"
"com.intellij.ui.UIBundle","24 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.ProcessBalloon","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.frameworks.backbone.BackboneJSIndexingHandler","24 B (0%)","1 (0%)"
"com.intellij.xml.index.XmlNamespaceIndex$1","24 B (0%)","1 (0%)"
"com.intellij.sql.liveTemplates.SqlAllDialectsContextType","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$33","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$32","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$31","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$30","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.DuplicateAction$Handler","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.liveTemplates.javascript.JSClassContextType","24 B (0%)","1 (0%)"
"com.jetbrains.cloudconfig.CloudConfigFileClient","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.markup.SeparatorPlacement[]","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.nashorn.NashornJSElementTypes$1","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.nashorn.NashornJSElementTypes$2","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$15","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$14","24 B (0%)","1 (0%)"
"sun.security.validator.EndEntityChecker","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$13","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$12","24 B (0%)","1 (0%)"
"com.intellij.psi.css.impl.stubs.CssSelectorListStubElementType","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$11","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$10","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$19","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$18","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$17","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$16","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.DeleteSelectionHandler","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.AutoPopupControllerImpl","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$26","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$25","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$24","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$23","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$22","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$21","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$20","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.VcsType[]","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.TypeScriptNumberLiteralTypeElementType","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$29","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$28","24 B (0%)","1 (0%)"
"git4idea.config.GitVersionSpecialty$27","24 B (0%)","1 (0%)"
"com.google.common.base.Suppliers$NonSerializableMemoizingSupplier","24 B (0%)","1 (0%)"
"com.intellij.util.CachedValueBase$Data","24 B (0%)","1 (0%)"
"com.intellij.profile.codeInspection.ui.InspectionProfileActionProvider[]","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.HungryBackspaceAction$Handler","24 B (0%)","1 (0%)"
"com.intellij.javascript.debugger.sourcemap.SourceMapFileType","24 B (0%)","1 (0%)"
"com.intellij.openapi.projectRoots.impl.ProjectJdkTableImpl","24 B (0%)","1 (0%)"
"com.intellij.psi.css.impl.stubs.CssAttributeStubElementType","24 B (0%)","1 (0%)"
"com.intellij.cloudConfig.CloudConfigManager$LocalChanges","24 B (0%)","1 (0%)"
"com.intellij.psi.css.livetemplate.CssPropertyValueTemplateContextType","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.impl.basicTypes.stringLiterals.regexp.Ruby19RegExpSyntaxHighlighterFactory","24 B (0%)","1 (0%)"
"java.time.Period","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.buildTools.webpack.WebPackExecutor","24 B (0%)","1 (0%)"
"com.intellij.profile.codeInspection.ProjectInspectionProfileManager$schemeManager$1","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.TypeScriptClassElementType","24 B (0%)","1 (0%)"
"sun.security.rsa.RSAUtil$KeyType[]","24 B (0%)","1 (0%)"
"javax.swing.KeyboardManager","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSReferenceListMemberElementType","24 B (0%)","1 (0%)"
"com.intellij.sql.dialects.postgres.PgParserDefinition$1","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rack.run.RackRunConfigurationFactory","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.methodCall.StructNewCallType","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.actions.GotoElementUnderCaretUsageBase$Direction[]","24 B (0%)","1 (0%)"
"com.intellij.docker.scratch.DockerRootType","24 B (0%)","1 (0%)"
"com.intellij.configurationScript.IntellijConfigurationJsonSchemaProviderFactory$MyJsonSchemaFileProvider","24 B (0%)","1 (0%)"
"kotlin.Triple","24 B (0%)","1 (0%)"
"com.intellij.xml.XmlAttributeDescriptorsProvider[]","24 B (0%)","1 (0%)"
"com.intellij.util.io.storage.HeavyProcessLatch","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.markup.InspectionWidgetActionProvider[]","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.hints.InlayHintsProviderFactory[]","24 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.braces.JSAddBracesIntention","24 B (0%)","1 (0%)"
"com.intellij.sh.ShBundle","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.template.EverywhereContextType","24 B (0%)","1 (0%)"
"com.intellij.diagnostic.MessagePool$MessageGrouper","24 B (0%)","1 (0%)"
"com.intellij.openapi.externalSystem.service.project.manage.ExternalSystemRunManagerListener","24 B (0%)","1 (0%)"
"javax.crypto.CryptoAllPermissionCollection","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.references.RubyStringReferenceProvider[]","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.textmate.language.syntax.selector.TextMateSelectorCachingWeigher","24 B (0%)","1 (0%)"
"com.intellij.lang.ecmascript6.types.ES6FromClauseElementType","24 B (0%)","1 (0%)"
"com.jediterm.terminal.ui.TerminalPanel$8","24 B (0%)","1 (0%)"
"com.intellij.codeWithMe.ClientId$AbsenceBehavior[]","24 B (0%)","1 (0%)"
"sun.security.ssl.CertStatusExtension$CertStatusRequestType[]","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.TypeScriptVariableElementType","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSXmlAttributeElementType","24 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.packageJson.PackageJsonDependenciesExternalUpdateManager","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.actions.intention.RubyConvertNamedParametersToNumberedIntention","24 B (0%)","1 (0%)"
"com.intellij.lang.actionscript.types.ActionScriptVariableElementType","24 B (0%)","1 (0%)"
"java.lang.management.DefaultPlatformMBeanProvider$10","24 B (0%)","1 (0%)"
"java.lang.management.DefaultPlatformMBeanProvider$11","24 B (0%)","1 (0%)"
"com.intellij.util.ConcurrencyUtil$$Lambda$898.0x0000000100ba4440","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.impl.DocumentMarkupModelManager$$Lambda$1307.0x0000000101086040","24 B (0%)","1 (0%)"
"com.intellij.util.gist.PsiFileGistImpl","24 B (0%)","1 (0%)"
"com.jediterm.terminal.ui.TerminalPanel$9","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.UnindentSelectionAction$Handler","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ChangesViewPanel$changesView$1$1","24 B (0%)","1 (0%)"
"sun.rmi.transport.SequenceEntry","24 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.InfoAndProgressPanel$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.InfoAndProgressPanel$3","24 B (0%)","1 (0%)"
"com.intellij.lang.liquid.codeInsight.template.LiquidLiveTemplateContext$CaseWhen","24 B (0%)","1 (0%)"
"com.intellij.terminal.JBTerminalWidget$$Lambda$2087.0x00000001014df440","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbols.fqn.MethodFQN$SerializationFactory","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.FlowJSFunctionSignatureElementType","24 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.trivialif.JSRemoveRedundantElseIntention","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.gem.module.GemRequirementsHolder","24 B (0%)","1 (0%)"
"com.intellij.execution.dashboard.RunDashboardManagerImpl$2","24 B (0%)","1 (0%)"
"com.intellij.execution.configuration.EnvironmentVariablesData","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSDestructuringParameterElementType","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.stubs.types.RModuleStubElementType","24 B (0%)","1 (0%)"
"com.intellij.javascript.testFramework.JsTestFileIndexingHandler","24 B (0%)","1 (0%)"
"com.intellij.sql.dialects.mysql.MysqlCodeStyleSettingsProvider","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.projectlevelman.FileWatchRequestsManager","24 B (0%)","1 (0%)"
"com.intellij.psi.xml.XmlTextElementType","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.buildTools.npm.NpmScriptsService$$Lambda$5968.0x0000000102678440","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ChangeListsIndexes","24 B (0%)","1 (0%)"
"com.intellij.database.console.DbConsoleRootType","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSAttributeElementType","24 B (0%)","1 (0%)"
"com.intellij.psi.codeStyle.ExternalFormatProcessor[]","24 B (0%)","1 (0%)"
"com.intellij.ide.scratch.ScratchRootType","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.TargetElementUtilExtender[]","24 B (0%)","1 (0%)"
"com.jetbrains.plugins.webDeployment.AutoUploadComponent$AutoUploadProjectManagerListener$1","24 B (0%)","1 (0%)"
"javax.swing.JTextField$NotifyAction","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.index.JavaScriptIndex$1","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.terminal.TerminalProjectOptionsProvider","24 B (0%)","1 (0%)"
"git4idea.ignore.GitIgnoredFileContentProvider","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.paramDefs.CapistranoStageRefParam","24 B (0%)","1 (0%)"
"com.intellij.psi.css.livetemplate.CssRulesetTemplateContextType","24 B (0%)","1 (0%)"
"com.intellij.openapi.projectRoots.impl.ProjectJdkImpl$MyRootProvider","24 B (0%)","1 (0%)"
"com.intellij.terminal.CompositeFilterWrapper","24 B (0%)","1 (0%)"
"com.intellij.vcs.log.impl.VcsProjectLog$LazyVcsLogManager","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.less.LESSCommentElementType","24 B (0%)","1 (0%)"
"com.intellij.psi.impl.smartPointers.Identikit$ByAnchor","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.actions.intention.RubyExtractBlockToMethodIntention","24 B (0%)","1 (0%)"
"git4idea.config.GitExecutableManager","24 B (0%)","1 (0%)"
"com.intellij.sql.intentions.SqlConvertJoinOnToUsingIntention","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.haml.HAMLInjectedASTFactory[]","24 B (0%)","1 (0%)"
"com.intellij.util.xml.impl.DomCompletionContributor","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.presentation.SymbolLookupUtil$MethodIconComputable","24 B (0%)","1 (0%)"
"com.intellij.ui.paint.EffectPainter2D$Cached[]","24 B (0%)","1 (0%)"
"com.intellij.vcs.log.impl.VcsLogTabsManager","24 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.EditorComposite$1","24 B (0%)","1 (0%)"
"com.google.common.cache.RemovalCause$4","24 B (0%)","1 (0%)"
"com.google.common.cache.RemovalCause$5","24 B (0%)","1 (0%)"
"com.google.common.cache.RemovalCause$1","24 B (0%)","1 (0%)"
"com.google.common.cache.RemovalCause$2","24 B (0%)","1 (0%)"
"com.google.common.cache.RemovalCause$3","24 B (0%)","1 (0%)"
"com.intellij.sql.intentions.SqlPreviewDmlAction$Update","24 B (0%)","1 (0%)"
"com.intellij.ide.CommandLineWaitingManager","24 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.ProjectFrameBounds","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.rails.codeInsight.callTypes.DelegateCallType","24 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.simpleTitleParts.RegistryOption","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.liveTemplates.javascript.JSTopLevelStatementContextType","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.liveTemplates.javascript.JSExpressionContextType","24 B (0%)","1 (0%)"
"com.intellij.codeInspection.ex.InspectionElementsMerger[]","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.run.RubyLocalRunner","24 B (0%)","1 (0%)"
"com.intellij.javascript.testFramework.jasmine.JasmineFileStructureBuilder","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.documentation.JavaScriptDocumentationProvider","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.completion.util.ParenthesesInsertHandler$2","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.completion.util.ParenthesesInsertHandler$1","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.impl.FailingSerializer","24 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.header.CustomHeader$myCloseAction$1","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.index.JSPrebuiltIdIndexerHolder","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.stubs.types.RConstantStubElementType","24 B (0%)","1 (0%)"
"com.intellij.docker.deploymentSource.DockerFileDeploymentSourceType","24 B (0%)","1 (0%)"
"com.intellij.psi.xml.XmlFileNSInfoProvider[]","24 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.keyGestures.KeyGestureState$WaitForStart","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbolicExecution.symbolicExpression.IntegerValueSymbolicExpressionImpl$IntegerValueSymbolicExpressionBuilder$1","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.frameworks.modules.JSRequireFrameworkIndexHandler","24 B (0%)","1 (0%)"
"com.intellij.codeInspection.InspectionsBundle","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.service.JSLanguageServiceProcessConnector","24 B (0%)","1 (0%)"
"com.intellij.database.settings.DatabaseParameterPatternProvider[]","24 B (0%)","1 (0%)"
"javax.swing.text.html.HTMLEditorKit$ActivateLinkAction","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.coverage.run.RCovPattern[]","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.ChangesTree$3","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.formatter.JSCodeStyleSettings$BooleanWithGlobalOption$3","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.CommitLegendPanel","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.ChangesTree$1","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.PasteFromX11Action$Handler","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.formatter.JSCodeStyleSettings$BooleanWithGlobalOption$1","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.formatter.JSCodeStyleSettings$BooleanWithGlobalOption$2","24 B (0%)","1 (0%)"
"com.intellij.ide.favoritesTreeView.FavoriteNodeProvider[]","24 B (0%)","1 (0%)"
"com.intellij.tools.ToolsBundle","24 B (0%)","1 (0%)"
"com.jetbrains.changeReminder.plugin.UserSettings","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.EditorTracker$$Lambda$1420.0x0000000101130440","24 B (0%)","1 (0%)"
"org.jdom.input.sax.XMLReaders$NONSingleton","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.projectlevelman.FilePathMapping","24 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.SelectWordAtCaretAction$Handler","24 B (0%)","1 (0%)"
"com.intellij.util.containers.JBIterable$2","24 B (0%)","1 (0%)"
"com.intellij.profiler.api.configurations.ProfilerConfigurationType[]","24 B (0%)","1 (0%)"
"com.intellij.database.dialects.generic.GenericDialect","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.sinatra.SinatraCallType","24 B (0%)","1 (0%)"
"io.netty.util.concurrent.DefaultEventExecutorChooserFactory$PowerOfTwoEventExecutorChooser","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.console.RubyConsoleRootType","24 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.checkin.UnresolvedMergeCheckHandler","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.methodCall.RubyAutoLoadUnderCallType","24 B (0%)","1 (0%)"
"org.jetbrains.plugins.scss.SCSSElementTypes$1","24 B (0%)","1 (0%)"
"com.intellij.lang.javascript.types.JSReturnStatementElementType","24 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.text.TextEditorComponent$MyDocumentListener","24 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.ReferenceImporter[]","24 B (0%)","1 (0%)"
"java.util.logging.LogManager$LoggerContext","24 B (0%)","1 (0%)"
"com.jetbrains.cidr.execution.debugger.memory.disasm.DisasmFileType","24 B (0%)","1 (0%)"
"com.intellij.openapi.util.LowMemoryWatcher$LowMemoryWatcherType[]","24 B (0%)","1 (0%)"
"com.intellij.util.containers.ConcurrentRefHashMap$1","24 B (0%)","1 (0%)"
